run_id,config_label,baseline_variant,filename,base__property_result,base__frame_sizes,base__total_time,base__k,base__solver,base__max_memory(MB),base__execution_time(s),base__cpu_time(s),base__exit_code,base__timed_out,asc_l1l2__property_result,asc_l1l2__frame_sizes,asc_l1l2__total_time,asc_l1l2__k,asc_l1l2__solver,asc_l1l2__max_memory(MB),asc_l1l2__execution_time(s),asc_l1l2__cpu_time(s),asc_l1l2__exit_code,asc_l1l2__timed_out,desc_l2l1__property_result,desc_l2l1__frame_sizes,desc_l2l1__total_time,desc_l2l1__k,desc_l2l1__solver,desc_l2l1__max_memory(MB),desc_l2l1__execution_time(s),desc_l2l1__cpu_time(s),desc_l2l1__exit_code,desc_l2l1__timed_out,pic3__property_result,pic3__frame_sizes,pic3__total_time,pic3__k,pic3__solver,pic3__max_memory(MB),pic3__execution_time(s),pic3__cpu_time(s),pic3__exit_code,pic3__timed_out,base_x3__property_result,base_x3__frame_sizes,base_x3__total_time,base_x3__k,base_x3__solver,base_x3__max_memory(MB),base_x3__execution_time(s),base_x3__cpu_time(s),base_x3__exit_code,base_x3__timed_out
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e3_929_e5_1826.lus,Safe,1,0.038,2,22,46.80,0.52,0.06,0,false,Safe,1,0.039,2,22,46.68,0.54,0.07,0,false,Safe,1,0.037,2,22,46.59,0.54,0.06,0,false,Safe,1,0.038,2,22,101.71,0.53,0.13,0,false,Safe,1,0.038,2,22,101.86,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_i1.lus,Unsafe,,0.013,0,2,20.85,0.43,0.04,40,false,Unsafe,,0.013,0,2,32.53,0.54,0.05,40,false,Unsafe,,0.014,0,2,32.78,0.52,0.04,40,false,Unsafe,,0.012,0,2,21.10,0.42,0.07,40,false,Unsafe,,0.013,0,2,21.12,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e1_1416.lus,Unsafe,,0.014,0,2,32.88,0.42,0.04,40,false,Unsafe,,0.014,0,2,32.70,0.44,0.05,40,false,Unsafe,,0.014,0,2,20.90,0.42,0.04,40,false,Unsafe,,0.014,0,2,59.85,0.52,0.07,40,false,Unsafe,,0.013,0,2,61.04,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e2_2656.lus,Unsafe,,0.014,0,2,21.13,0.43,0.05,40,false,Unsafe,,0.014,0,2,32.50,0.53,0.05,40,false,Unsafe,,0.015,0,2,44.97,0.54,0.05,40,false,Unsafe,,0.014,0,2,21.13,0.42,0.07,40,false,Unsafe,,0.013,0,2,21.41,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e3_2145_e4_1717.lus,Unsafe,,0.013,0,2,32.72,0.52,0.04,40,false,Unsafe,,0.023,0,2,42.72,0.53,0.07,40,false,Unsafe,,0.015,0,2,20.88,0.42,0.04,40,false,Unsafe,,0.014,0,2,60.29,0.44,0.08,40,false,Unsafe,,0.013,0,2,60.58,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e3_2669.lus,Safe,3 1 0,0.507,4,478,50.13,0.94,0.51,0,false,Safe,6 2 1,0.797,4,734,52.29,1.25,0.80,0,false,Safe,4 1 0,0.731,4,618,52.12,1.16,0.73,0,false,Safe,3 1 0,0.500,4,436,108.96,0.84,1.38,0,false,Safe,3 1 0,0.553,4,478,110.96,1.05,1.63,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e4_958.lus,Unsafe,,0.017,0,1,43.27,0.54,0.06,40,false,Unsafe,,0.016,0,1,43.17,0.53,0.06,40,false,Unsafe,,0.017,0,1,43.78,0.52,0.06,40,false,Unsafe,,0.016,0,1,93.67,0.52,0.10,40,false,Unsafe,,0.016,0,1,57.80,0.52,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e3_929_e7_619.lus,Unsafe,,0.015,0,2,32.67,0.52,0.05,40,false,Unsafe,,0.015,0,2,34.18,0.44,0.05,40,false,Unsafe,,0.016,0,2,21.05,0.42,0.04,40,false,Unsafe,,0.015,0,2,21.30,0.42,0.08,40,false,Unsafe,,0.015,0,2,60.86,0.52,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e3_2145_e7_1847.lus,Unsafe,,0.016,0,2,32.71,0.54,0.06,40,false,Unsafe,,0.013,0,2,32.96,0.52,0.04,40,false,Unsafe,,0.014,0,2,45.34,0.52,0.04,40,false,Unsafe,,0.013,0,2,60.89,0.44,0.08,40,false,Unsafe,,0.013,0,2,21.27,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e8_941.lus,Safe,3,0.060,2,49,46.48,0.52,0.08,0,false,Safe,3,0.057,2,47,33.76,0.62,0.08,0,false,Safe,3,0.059,2,49,19.27,0.53,0.08,0,false,Safe,3,0.060,2,49,101.20,0.53,0.20,0,false,Safe,3,0.066,2,49,101.86,0.52,0.22,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_5_e1_811_e2_1026.lus,Unsafe,0,0.028,1,9,33.96,0.53,0.05,40,false,Unsafe,0,0.027,1,9,21.11,0.52,0.05,40,false,Unsafe,0,0.027,1,9,34.19,0.46,0.07,40,false,Unsafe,0,0.028,1,9,64.34,0.52,0.11,40,false,Unsafe,0,0.027,1,9,64.79,0.53,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_2_e2_876.lus,Unsafe,,0.018,0,2,44.02,0.53,0.07,40,false,Unsafe,,0.018,0,2,34.27,0.52,0.06,40,false,Unsafe,,0.018,0,2,45.65,0.45,0.07,40,false,Unsafe,,0.018,0,2,64.93,0.52,0.10,40,false,Unsafe,,0.018,0,2,93.99,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_2_e1_834_e1_1895.lus,Unsafe,,0.018,0,2,21.14,0.53,0.07,40,false,Unsafe,,0.032,0,2,21.30,0.55,0.11,40,false,Unsafe,,0.018,0,2,44.50,0.52,0.07,40,false,Unsafe,,0.018,0,2,63.55,0.55,0.11,40,false,Unsafe,,0.018,0,2,21.55,0.54,0.13,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447.lus,Unsafe,2 1,0.069,2,54,46.57,0.52,0.09,40,false,Unsafe,2 1,0.069,2,52,44.95,0.52,0.09,40,false,Unsafe,2 1,0.070,2,54,35.82,0.53,0.10,40,false,Unsafe,2 1,0.070,2,54,101.75,0.52,0.23,40,false,Unsafe,2 1,0.077,2,54,100.65,0.52,0.25,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e1_1145.lus,Safe,12 8,0.576,3,510,50.12,1.04,0.58,0,false,Safe,8 5 1,0.760,4,733,51.75,1.25,0.77,0,false,Safe,8 4 3,0.779,4,720,52.23,1.26,0.78,0,false,Safe,6 2 1,0.730,4,638,111.22,1.15,2.16,0,false,Safe,12 8,0.613,3,510,111.25,1.05,1.84,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3.lus,Safe,12 8,0.591,3,510,50.14,1.04,0.60,0,false,Safe,5 2 1,0.597,4,570,51.39,1.18,0.63,0,false,Safe,8 4 3,0.771,4,720,51.66,1.24,0.76,0,false,Safe,5 1 0,0.715,4,617,113.51,1.15,2.07,0,false,Safe,12 8,0.615,3,510,111.94,1.06,1.85,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e3_2145_e1_2667.lus,Unsafe,,0.014,0,2,32.61,0.52,0.04,40,false,Unsafe,,0.014,0,2,32.92,0.54,0.05,40,false,Unsafe,,0.013,0,2,33.09,0.43,0.05,40,false,Unsafe,,0.014,0,2,60.77,0.54,0.08,40,false,Unsafe,,0.014,0,2,61.20,0.52,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_a1.lus,Safe,10 8 4,0.560,4,583,49.39,1.05,0.58,0,false,Safe,10 8 4,0.559,4,589,49.27,1.07,0.59,0,false,Safe,10 8 4,0.562,4,589,49.87,1.04,0.58,0,false,Safe,10 8 4,0.567,4,583,109.78,1.05,1.74,0,false,Safe,10 8 4,0.592,4,577,109.11,1.05,1.79,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e8_926_e1_1065.lus,Safe,1,0.038,2,20,44.88,0.52,0.06,0,false,Safe,1,0.038,2,20,19.55,0.52,0.07,0,false,Safe,1,0.038,2,20,46.93,0.52,0.06,0,false,Safe,1,0.038,2,20,95.93,0.54,0.13,0,false,Safe,1,0.046,2,20,20.10,0.52,0.16,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i4_e6_2175.lus,Safe,17 15 12 7,0.673,5,915,49.20,1.16,0.68,0,false,Safe,18 16 12 7,0.697,5,959,49.23,1.14,0.71,0,false,Safe,20 17 11 6,0.988,5,1297,50.43,1.45,0.98,0,false,Safe,14 12 9 5,0.591,5,782,107.96,1.05,1.84,0,false,Safe,17 15 12 7,0.712,5,909,109.05,1.15,2.11,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e7_193.lus,Unsafe,,0.014,0,2,32.73,0.53,0.05,40,false,Unsafe,,0.014,0,2,32.94,0.54,0.04,40,false,Unsafe,,0.014,0,2,32.85,0.43,0.04,40,false,Unsafe,,0.026,0,2,89.23,0.53,0.12,40,false,Unsafe,,0.014,0,2,61.18,0.53,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e8_251.lus,Safe,4,0.107,2,68,46.27,0.63,0.14,0,false,Safe,4,0.093,2,66,40.96,0.54,0.14,0,false,Safe,4,0.074,2,68,46.71,0.54,0.10,0,false,Safe,4,0.073,2,68,101.81,0.54,0.23,0,false,Safe,4,0.080,2,68,101.57,0.52,0.26,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e1_1753.lus,Safe,1,0.038,2,22,44.80,0.52,0.06,0,false,Safe,1,0.038,2,22,42.68,0.52,0.06,0,false,Safe,1,0.056,2,22,45.55,0.53,0.08,0,false,Safe,1,0.037,2,22,100.81,0.54,0.13,0,false,Safe,1,0.038,2,22,101.99,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e6_1459.lus,Safe,12 10 7,0.817,4,720,51.38,1.28,0.81,0,false,Safe,11 8 7,0.716,4,672,51.13,1.15,0.72,0,false,Safe,14 10 8,0.944,4,897,52.88,1.46,0.95,0,false,Safe,11 9 6,0.781,4,695,112.21,1.26,2.33,0,false,Safe,12 10 7,0.815,4,720,114.01,1.26,2.42,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e8_101.lus,Safe,1,0.039,2,20,19.61,0.53,0.08,0,false,Safe,1,0.037,2,20,19.30,0.53,0.07,0,false,Safe,1,0.037,2,20,19.55,0.53,0.07,0,false,Safe,1,0.037,2,20,101.05,0.52,0.13,0,false,Safe,1,0.037,2,20,95.54,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e7_2910_e7_1804.lus,Unsafe,,0.016,0,2,33.29,0.42,0.04,40,false,Unsafe,,0.015,0,2,44.41,0.54,0.06,40,false,Unsafe,,0.016,0,2,21.18,0.42,0.04,40,false,Unsafe,,0.015,0,2,21.21,0.43,0.08,40,false,Unsafe,,0.016,0,2,60.49,0.52,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_5.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e1_1753_e3_2021.lus,Unsafe,0,0.044,1,17,45.93,0.52,0.07,40,false,Unsafe,0,0.044,1,17,42.30,0.53,0.09,40,false,Unsafe,0,0.044,1,17,46.55,0.55,0.08,40,false,Unsafe,0,0.073,1,17,96.93,0.55,0.25,40,false,Unsafe,0,0.046,1,17,21.57,0.52,0.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e7_251.lus,Unsafe,1,0.044,1,22,46.50,0.55,0.07,40,false,Unsafe,1,0.044,1,22,46.14,0.52,0.07,40,false,Unsafe,1,0.045,1,22,21.13,0.53,0.09,40,false,Unsafe,1,0.044,1,22,101.24,0.53,0.16,40,false,Unsafe,1,0.045,1,22,101.57,0.52,0.16,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_6_e8_1147_e2_1326.lus,Safe,3,0.063,2,58,46.05,0.53,0.08,0,false,Safe,3,0.057,2,51,46.43,0.52,0.07,0,false,Safe,3,0.061,2,55,46.43,0.52,0.08,0,false,Safe,3,0.062,2,58,101.70,0.52,0.19,0,false,Safe,3,0.068,2,58,101.32,0.53,0.22,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e1_1130.lus,Unsafe,,0.016,0,1,34.15,0.43,0.06,40,false,Unsafe,,0.016,0,1,34.28,0.53,0.06,40,false,Unsafe,,0.016,0,1,44.05,0.52,0.06,40,false,Unsafe,,0.016,0,1,35.51,0.54,0.12,40,false,Unsafe,,0.016,0,1,64.28,0.52,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_6_e3_1666_e5_1558.lus,Safe,6 4,0.107,3,122,46.68,0.52,0.12,0,false,Safe,6 4,0.113,3,130,46.40,0.62,0.13,0,false,Safe,6 4,0.114,3,132,46.93,0.52,0.13,0,false,Safe,6 4,0.109,3,122,101.07,0.53,0.35,0,false,Safe,6 4,0.116,3,122,101.05,0.63,0.35,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_2_e2_2367_e2_1561.lus,Unsafe,,0.018,0,2,44.28,0.52,0.06,40,false,Unsafe,,0.018,0,2,43.96,0.52,0.07,40,false,Unsafe,,0.018,0,2,34.49,0.52,0.06,40,false,Unsafe,,0.018,0,2,93.59,0.52,0.11,40,false,Unsafe,,0.018,0,2,57.71,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_all.lus,Safe,3,0.068,2,53,46.69,0.52,0.09,0,false,Safe,3,0.093,2,51,42.47,0.54,0.12,0,false,Safe,3,0.067,2,53,44.59,0.53,0.09,0,false,Safe,3,0.076,2,53,92.52,0.52,0.26,0,false,Safe,3,0.072,2,53,100.75,0.52,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e8_251_e1_1852.lus,Unsafe,,0.014,0,2,44.74,0.53,0.05,40,false,Unsafe,,0.035,0,2,21.05,0.54,0.09,40,false,Unsafe,,0.015,0,2,20.88,0.42,0.04,40,false,Unsafe,,0.013,0,2,60.51,0.52,0.07,40,false,Unsafe,,0.014,0,2,61.20,0.52,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e3_979.lus,Unsafe,,0.019,0,2,46.43,0.52,0.06,40,false,Unsafe,,0.019,0,2,42.17,0.52,0.06,40,false,Unsafe,,0.019,0,2,44.27,0.54,0.07,40,false,Unsafe,,0.020,0,2,103.19,0.53,0.11,40,false,Unsafe,,0.019,0,2,101.09,0.52,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e3_1191.lus,Unsafe,,0.014,0,2,32.47,0.52,0.04,40,false,Unsafe,,0.014,0,2,21.03,0.42,0.04,40,false,Unsafe,,0.014,0,2,32.82,0.52,0.04,40,false,Unsafe,,0.014,0,2,61.23,0.52,0.07,40,false,Unsafe,,0.014,0,2,60.55,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e3_1750.lus,Unsafe,2,0.060,1,40,46.46,0.52,0.08,40,false,Unsafe,2,0.088,1,38,46.46,0.53,0.11,40,false,Unsafe,2,0.134,1,40,44.09,0.56,0.16,40,false,Unsafe,2,0.060,1,40,101.01,0.54,0.20,40,false,Unsafe,2,0.064,1,40,100.94,0.52,0.22,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e8_320.lus,Safe,1,0.034,2,24,46.06,0.54,0.06,0,false,Safe,1,0.035,2,24,43.81,0.52,0.06,0,false,Safe,1,0.036,2,25,44.94,0.52,0.06,0,false,Safe,1,0.034,2,24,100.84,0.52,0.12,0,false,Safe,1,0.036,2,24,101.29,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_all_e3_2032_e3_2788.lus,Unsafe,0,0.033,1,9,21.15,0.53,0.07,40,false,Unsafe,0,0.033,1,9,46.56,0.52,0.06,40,false,Unsafe,0,0.034,1,9,46.69,0.54,0.06,40,false,Unsafe,0,0.036,1,9,76.82,0.52,0.13,40,false,Unsafe,0,0.035,1,9,102.36,0.52,0.13,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_all.lus,Safe,4,0.120,2,66,45.94,0.63,0.15,0,false,Safe,4,0.116,2,66,47.04,0.62,0.15,0,false,Safe,4,0.121,2,66,47.29,0.63,0.15,0,false,Safe,4,0.121,2,66,104.14,0.64,0.39,0,false,Safe,4,0.128,2,66,103.73,0.63,0.41,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e2_1758_e8_12.lus,Unsafe,,0.014,0,2,33.12,0.54,0.05,40,false,Unsafe,,0.014,0,2,32.62,0.55,0.05,40,false,Unsafe,,0.014,0,2,32.96,0.52,0.04,40,false,Unsafe,,0.014,0,2,90.18,0.54,0.10,40,false,Unsafe,,0.014,0,2,60.27,0.54,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i4_e4_1689.lus,Unsafe,2 1,0.102,2,82,45.97,0.52,0.12,40,false,Unsafe,3 1,0.137,2,111,46.57,0.65,0.18,40,false,Unsafe,5 3,0.206,2,139,46.81,0.74,0.23,40,false,Unsafe,2 1,0.105,2,82,101.12,0.64,0.40,40,false,Unsafe,2 1,0.114,2,82,100.90,0.63,0.36,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e7_1465.lus,Safe,3,0.057,2,47,46.77,0.54,0.08,0,false,Safe,3,0.055,2,45,44.73,0.53,0.08,0,false,Safe,3,0.068,2,47,46.73,0.64,0.12,0,false,Safe,3,0.058,2,47,101.64,0.54,0.19,0,false,Safe,3,0.062,2,47,95.75,0.54,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_4.lus,Safe,1 0,0.088,3,98,44.70,0.54,0.11,0,false,Safe,2,0.050,2,43,46.50,0.52,0.07,0,false,Safe,1 0,0.070,3,78,19.50,0.53,0.10,0,false,Safe,1 0,0.071,3,64,101.42,0.53,0.20,0,false,Safe,1 0,0.098,3,98,100.45,0.53,0.30,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_2_e1_1239_e1_1331.lus,Unsafe,,0.013,0,2,20.88,0.42,0.04,40,false,Unsafe,,0.013,0,2,21.02,0.42,0.04,40,false,Unsafe,,0.014,0,2,20.98,0.42,0.04,40,false,Unsafe,,0.013,0,2,59.94,0.52,0.07,40,false,Unsafe,,0.013,0,2,21.26,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e1_1753_e2_615.lus,Unsafe,,0.015,0,2,32.80,0.52,0.04,40,false,Unsafe,,0.015,0,2,32.77,0.52,0.04,40,false,Unsafe,,0.015,0,2,21.18,0.55,0.07,40,false,Unsafe,,0.016,0,2,21.30,0.52,0.09,40,false,Unsafe,,0.015,0,2,60.13,0.53,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_2.lus,Safe,1,0.034,2,25,46.47,0.52,0.05,0,false,Safe,1,0.033,2,24,46.31,0.44,0.06,0,false,Safe,1,0.034,2,25,46.44,0.52,0.05,0,false,Safe,1,0.034,2,25,102.50,0.55,0.12,0,false,Safe,1,0.035,2,25,101.42,0.53,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e1_1270.lus,Unsafe,,0.014,0,2,20.87,0.42,0.04,40,false,Unsafe,,0.014,0,2,32.82,0.53,0.04,40,false,Unsafe,,0.014,0,2,20.71,0.42,0.04,40,false,Unsafe,,0.020,0,2,21.45,0.55,0.14,40,false,Unsafe,,0.014,0,2,60.80,0.43,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e2_1599_e3_1658.lus,Unsafe,0,0.043,1,17,22.02,0.54,0.09,40,false,Unsafe,0,0.044,1,17,46.38,0.52,0.07,40,false,Unsafe,0,0.046,1,17,46.93,0.52,0.07,40,false,Unsafe,0,0.044,1,17,101.71,0.52,0.15,40,false,Unsafe,0,0.045,1,17,100.12,0.54,0.17,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e3_135.lus,Unsafe,0,0.049,1,15,42.85,0.53,0.09,40,false,Unsafe,0,0.037,1,15,46.64,0.53,0.06,40,false,Unsafe,0,0.037,1,15,46.73,0.52,0.06,40,false,Unsafe,0,0.058,1,15,20.92,0.54,0.24,40,false,Unsafe,0,0.038,1,15,100.43,0.53,0.15,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e7_1444_e7_638.lus,Safe,1,0.031,2,20,46.10,0.52,0.05,0,false,Safe,1,0.032,2,20,46.19,0.52,0.05,0,false,Safe,1,0.032,2,20,33.84,0.52,0.05,0,false,Safe,1,0.031,2,20,64.09,0.52,0.10,0,false,Safe,1,0.034,2,20,99.89,0.54,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e3_302.lus,Unsafe,2,0.060,1,42,46.13,0.53,0.08,40,false,Unsafe,2,0.059,1,38,46.48,0.54,0.10,40,false,Unsafe,2,0.062,1,42,46.61,0.54,0.09,40,false,Unsafe,2,0.063,1,42,100.79,0.52,0.21,40,false,Unsafe,2,0.065,1,42,101.03,0.53,0.22,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_6.lus,Safe,3,0.058,2,53,46.43,0.52,0.08,0,false,Safe,3,0.056,2,51,46.09,0.52,0.07,0,false,Safe,3,0.059,2,55,46.46,0.53,0.09,0,false,Safe,3,0.059,2,53,101.10,0.52,0.19,0,false,Safe,3,0.064,2,53,101.25,0.52,0.20,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e5_4006.lus,Unsafe,,0.017,0,1,21.06,0.52,0.06,40,false,Unsafe,,0.017,0,1,34.23,0.54,0.06,40,false,Unsafe,,0.016,0,1,40.64,0.55,0.07,40,false,Unsafe,,0.017,0,1,64.12,0.52,0.10,40,false,Unsafe,,0.016,0,1,100.05,0.52,0.10,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_2_e2_2367_e1_3182.lus,Safe,1,0.047,2,22,45.57,0.54,0.09,0,false,Safe,1,0.049,2,22,43.92,0.55,0.09,0,false,Safe,1,0.048,2,22,44.11,0.54,0.09,0,false,Safe,1,0.048,2,22,101.93,0.52,0.17,0,false,Safe,1,0.051,2,22,93.74,0.52,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447_e5_2444.lus,Unsafe,,0.013,0,2,32.57,0.42,0.04,40,false,Unsafe,,0.013,0,2,32.94,0.55,0.05,40,false,Unsafe,,0.013,0,2,32.81,0.52,0.04,40,false,Unsafe,,0.013,0,2,59.71,0.54,0.08,40,false,Unsafe,,0.013,0,2,21.25,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e2_155.lus,Safe,1,0.039,2,22,45.06,0.52,0.06,0,false,Safe,1,0.039,2,22,42.42,0.53,0.07,0,false,Safe,1,0.037,2,22,46.80,0.53,0.06,0,false,Safe,1,0.037,2,22,101.03,0.53,0.13,0,false,Safe,1,0.040,2,22,19.94,0.54,0.15,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e7_572.lus,Safe,1,0.033,2,24,45.90,0.52,0.05,0,false,Safe,1,0.032,2,24,34.15,0.52,0.05,0,false,Safe,1,0.033,2,24,44.55,0.53,0.06,0,false,Safe,1,0.032,2,24,102.30,0.53,0.11,0,false,Safe,1,0.034,2,24,100.59,0.53,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_1.lus,Safe,1,0.050,2,27,45.75,0.52,0.08,0,false,Safe,1,0.047,2,26,36.60,0.55,0.10,0,false,Safe,1,0.091,2,27,46.87,0.53,0.12,0,false,Safe,1,0.049,2,27,98.25,0.52,0.17,0,false,Safe,1,0.053,2,27,99.27,0.52,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_1.lus,Safe,2,0.049,2,41,44.48,0.52,0.07,0,false,Safe,2,0.047,2,39,44.20,0.52,0.07,0,false,Safe,2,0.052,2,41,46.45,0.52,0.07,0,false,Safe,2,0.049,2,41,101.51,0.52,0.16,0,false,Safe,2,0.051,2,41,64.65,0.52,0.17,0,false
