filename,property_result,frame_sizes,total_time,k,solver,max_memory(MB),execution_time(s),cpu_time(s),exit_code,timed_out,variant
FMCAD08/Int/memory1/FIREFLY_rt.lus,Safe,10 8 5,0.527,4,584,49.57,1.05,0.57,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_3_e1_4783_e3_511.lus,Safe,1,0.072,2,27,57.92,0.52,0.12,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_10_e7_3861_e7_2180.lus,Unsafe,,0.023,0,2,21.51,0.52,0.08,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_13_e7_2336_e1_541.lus,Unsafe,,0.024,0,2,34.51,0.62,0.10,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_5_e7_2017_e1_5832.lus,Unsafe,0,0.092,1,22,36.60,0.62,0.14,40,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e2_6104_e1_6205.lus,Safe,4,0.152,2,71,49.03,0.64,0.23,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e2_6104.lus,Safe,4,0.157,2,67,56.02,0.63,0.21,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_2_e2_1375_e1_418.lus,Safe,11 9 5,0.518,4,605,49.46,1.05,0.54,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_9_e7_1843_e7_2225.lus,Safe,1,0.064,2,25,19.55,0.54,0.12,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_4_e2_2799_e3_1915.lus,Safe,35 30 23 10,3.769,5,3318,58.71,4.27,3.78,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_2_e1_2316.lus,Safe,1,0.062,2,22,29.03,0.54,0.11,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_3_e2_5343_e1_988.lus,Safe,1,0.068,2,27,57.91,0.54,0.13,0,false,desc_l2l1
FMCAD08/Int/memory1/FIREFLY_luke_3.lus,Safe,14 11 8 6 5,1.476,6,1725,52.13,1.98,1.49,0,false,desc_l2l1
FMCAD08/Int/memory1/DRAGON_all_e7_1941_e2_6086.lus,Unsafe,,0.024,0,2,57.08,0.52,0.09,40,false,desc_l2l1
